Actual Pressure Strain,Predicted Pressure Strain
0.00018239248700213,3.872164977804485e-05
0.002576210575476204,0.0025761820836494916
0.0,4.013365388817915e-05
-0.04865983516457811,-0.05400572177525638
1.387207367607e-05,3.807246533853462e-05
0.0,0.0
1.4754005445522e-05,3.807246533853462e-05
8.8703556051864e-05,3.872164977804485e-05
9.2288906191056e-05,3.872164977804485e-05
-0.000154727239890643,3.872164977804485e-05
0.0,0.0
0.000157058319862295,4.390491481999646e-05
-0.02053110281536727,-0.018549014574456058
0.01633209932336608,0.01581928227316343
0.01187256972939024,0.011869990075464269
0.000698791478094381,0.00010551426143325549
0.000150786333521314,0.000173143265003422
0.0,4.8536652594975676e-05
8.364697459139e-06,3.807246533853462e-05
0.0,0.0
0.002236217837877799,0.002184550658155746
0.0,-2.6354248920962678e-05
0.005365922797563631,0.00537421032189611
0.0,-0.00015956511308403622
6.1446519153e-06,3.807246533853462e-05
0.0,-5.560629349503611e-05
2.615433608403e-05,3.807246533853462e-05
0.02771104508352977,0.02770025857234306
0.0,0.0
0.001442317003751283,0.0012911608041129773
1.6630463427334e-05,3.807246533853462e-05
0.003873471662805788,0.003887920165701893
1.9546683661884e-05,3.807246533853462e-05
0.000217579999319569,0.00016002247485664783
0.0,3.807246533853462e-05
0.0,3.807246533853462e-05
0.004458057530070889,0.00453677929930764
6.2351792880015e-05,3.807246533853462e-05
0.0,3.872164977804485e-05
0.0,0.0
0.0,3.807246533853462e-05
0.0,1.2718686698583058e-05
0.003502704173558989,0.003570682290573302
1.453598136038e-06,3.807246533853462e-05
0.0,3.807246533853462e-05
-0.001965983147863832,-0.0014154567022302007
-0.000947058700639475,-0.000856087369270542
-0.006854846733416045,-0.006842227163982414
1.589527357302e-06,3.807246533853462e-05
1.1853798235502e-05,3.807246533853462e-05
2.113196134632e-05,3.807246533853462e-05
-0.008942618981088052,-0.008618721923086476
0.0,3.137255817207139e-06
1.8117163304573e-05,3.807246533853462e-05
0.000114803582934308,7.131641996000008e-05
5.6117159917337e-05,4.325573038048624e-05
0.0,5.069386334010364e-05
0.0,3.807246533853462e-05
0.000143339360635694,4.390491481999646e-05
-0.000669691321291175,-0.0004969235125249972
0.01152626005761185,0.011577571771298891
8.345422599121e-06,3.807246533853462e-05
0.0,3.872164977804485e-05
7.6948921874308e-05,9.204967890201654e-05
0.0,-1.1127202493518781e-05
1.4365985502704e-05,3.807246533853462e-05
1.6559161598778e-05,3.807246533853462e-05
-0.06831736675573027,-0.07244660353546566
4.0652339783606e-05,4.390491481999646e-05
6.182782471091e-06,3.807246533853462e-05
1.8450332098876e-05,3.807246533853462e-05
2.5898826632666e-05,3.807246533853462e-05
0.0,4.3965165702666706e-05
0.000542297856447327,0.00040274951921722834
0.0,1.8927407552793055e-06
8.4978736506078e-05,4.390491481999646e-05
0.0,2.358229037671867e-05
0.002050533496661346,0.001973866031755712
0.000918857539897081,0.0009295058866985785
0.0,3.872164977804485e-05
0.008771603900494092,0.008928953413771694
0.0198873667648212,0.020019622055975708
0.0,3.807246533853462e-05
9.3875308887286e-05,3.872164977804485e-05
0.0,3.807246533853462e-05
0.0,2.7936382320497785e-05
1.4906347225768e-05,3.807246533853462e-05
1.5452892024804e-05,3.807246533853462e-05
4.3125789137915e-05,3.872164977804485e-05
0.04344885206067252,0.04099402601581141
1.1659747639004e-05,3.807246533853462e-05
1.3891158687972e-05,3.807246533853462e-05
0.000186318008976466,5.385954181710199e-05
0.000439665290635351,6.645442063981863e-05
8.1727079122765e-05,3.807246533853462e-05
0.0,3.807246533853462e-05
0.05720223653967375,0.056542823655875624
1.0299000069739e-05,3.807246533853462e-05
0.0,3.807246533853462e-05
-0.002322824043242452,-0.002329403183464461
0.01509378242925477,0.017323693380094783
9.7393047970641e-05,4.390491481999646e-05
0.0,5.9042806859053605e-05
2.3050445702157e-05,3.807246533853462e-05
0.02955582668803448,0.03005398760692697
0.07018743795133608,0.06970737301516873
2.055698393595e-06,3.807246533853462e-05
0.0,0.0
3.733134640791e-06,3.807246533853462e-05
3.5125038013262e-05,4.390491481999646e-05
6.3824580272669e-05,3.872164977804485e-05
0.003193908878508291,0.0032198875720481183
4.178604164718e-05,8.150573375301886e-05
9.0116689573497e-05,3.807246533853462e-05
0.0,3.807246533853462e-05
0.01181474207381684,0.011987986924635673
3.5981534689934e-05,3.807246533853462e-05
0.000163258347397865,4.2194079196359306e-05
4.0592556053993e-05,3.807246533853462e-05
0.008914455925467807,0.009027917387334548
0.000708818793601322,0.0006081654753013777
1.944997778839e-05,3.807246533853462e-05
-0.009975117519762235,-0.009728244167731303
0.0,4.013365388817915e-05
0.000311605047664662,4.531691893013076e-05
0.0,3.056127675618639e-05
0.000170055451223505,4.390491481999646e-05
0.00329284433859812,0.006465921468894188
0.000193013982790476,4.013365388817915e-05
-0.002976993576642829,-0.002971888022032042
1.775821785193e-06,3.807246533853462e-05
9.8894706786402e-05,3.872164977804485e-05
0.0,3.807246533853462e-05
3.9358423786965e-05,3.872164977804485e-05
3.3829592757189e-05,3.807246533853462e-05
0.07399193586381907,0.07886099043487989
0.0,3.807246533853462e-05
3.715181256624e-06,3.807246533853462e-05
0.000113549915347586,4.390491481999646e-05
0.05516187177601086,0.056800128263865546
0.0,6.147844061520415e-05
0.00401394439109156,0.004022478634924299
0.000234469690454852,4.390491481999646e-05
-0.05182693995267678,-0.05183374764871965
6.658202176412e-06,3.807246533853462e-05
0.0,3.872164977804485e-05
2.3603940281178e-05,3.807246533853462e-05
0.0,3.807246533853462e-05
2.538157723887e-05,3.807246533853462e-05
5.040325722285e-06,0.00012619409091204793
5.627197200252e-06,3.807246533853462e-05
0.0,0.0001261458427666915
2.2651171984312e-05,3.807246533853462e-05
2.3820851518788e-05,3.807246533853462e-05
0.001464778165892381,0.0014340676771585328
-0.03229860400231153,-0.03228125262086082
-0.04345080166113702,-0.044044792953921
0.07418900309938709,0.07303128640736227
0.000103680984073078,0.000143388476580089
0.0,0.0
0.0,0.0
4.7703292971232e-05,4.325573038048624e-05
6.317941054241e-06,3.807246533853462e-05
5.0351930270421e-05,0.0001467725345026152
-1e-18,3.807246533853462e-05
5.683153987284e-06,3.807246533853462e-05
0.000711812306422705,0.0006716794526125261
4.4299723130526e-05,3.807246533853462e-05
1.8963092469377e-05,3.807246533853462e-05
5.579269466163e-06,3.807246533853462e-05
0.0,4.390491481999646e-05
5.2528955959896e-05,3.807246533853462e-05
0.000236279330557387,4.390491481999646e-05
0.0,-0.00031068472703083173
0.05153046602447747,0.05174063286563224
5.3682079970015e-05,3.807246533853462e-05
-0.001457856840575833,-0.001378429239979975
4.155637948348e-05,3.872164977804485e-05
-0.06938150126595363,-0.07037163528300486
-0.07322078356187729,-0.07317964600490529
3.1396225342602e-05,3.807246533853462e-05
0.0,0.0
0.000158277637141682,0.00018877404769535624
-0.005748156936869045,-0.005702152047453064
9.4940653398737e-05,9.274322766405718e-05
0.002232216946370006,0.0022929181942809777
0.0,0.0
0.0,4.2987497599770626e-05
-0.004581501383917636,-0.004584534066724764
0.03187990127469444,0.03157047848487527
0.0,-0.0001111763566790268
0.1282216492825911,0.11736639811364011
2.1085788197374e-05,3.807246533853462e-05
2.9249565541464e-05,3.807246533853462e-05
6.0727550398919e-05,4.390491481999646e-05
1.6215110127365e-05,3.807246533853462e-05
0.002743072429338723,0.0027428738589194536
0.0,0.0
3.3020788729069e-05,3.807246533853462e-05
0.005457318598819315,0.005477712339886436
-0.000313324058944922,3.872164977804485e-05
0.002353477402843751,0.002367099849690452
0.0,0.0
0.0211256677917193,0.021237726120194325
0.001099018839235326,0.0010861840769713716
5.489950931969e-06,3.807246533853462e-05
6.393263948367e-06,3.807246533853462e-05
0.0,4.133947056160195e-05
2.1900692224837e-05,3.807246533853462e-05
3.871715540479e-06,3.807246533853462e-05
7.08322354316e-06,3.807246533853462e-05
0.000516145022958858,0.00048522278597860457
1.3904011816451e-05,3.807246533853462e-05
0.005373680576317221,0.005385253964104553
0.0,0.00015208899802268062
0.002564871799597919,0.0025022119778302476
6.2547747381769e-05,3.807246533853462e-05
0.122278365417006,0.11665158690012654
0.04404569529908519,0.047004462929833596
0.000190050199522256,4.390491481999646e-05
2.975292635552e-05,3.807246533853462e-05
-0.002223745501935041,-0.002194700310947076
0.0,3.807246533853462e-05
3.1358475212233e-05,3.807246533853462e-05
0.000954167543503497,0.0005026051251118999
4.1660167598742e-05,3.807246533853462e-05
0.02213258265960868,0.021535278295793783
0.000529058205428585,0.0003902295155348698
0.0,0.0
0.0524193075831734,0.053343504680140416
-0.04576596180535679,-0.04472588280750183
-0.002970141637943147,-0.0027513486297461543
3.496310652826e-06,3.807246533853462e-05
0.0,3.807246533853462e-05
1.8824715142393e-05,3.807246533853462e-05
0.000468658132355275,0.000476199709122008
0.03610966910070616,0.03540278890636432
-0.06329744106565605,-0.05955883171500603
0.0,3.807246533853462e-05
4.593944638537e-06,3.807246533853462e-05
1.9398551362847e-05,3.807246533853462e-05
0.0,2.7604210801302174e-05
0.01404341670989779,0.013909050562731666
2.409478181193e-05,3.807246533853462e-05
6.587278952632e-06,3.807246533853462e-05
0.004122348228141998,0.0041013798179361325
2.9474882368474e-05,3.872164977804485e-05
1.0545239611915e-05,3.807246533853462e-05
-0.02216273771364571,-0.02163757922639739
0.000126880251338005,3.872164977804485e-05
1.0039962947595e-05,3.807246533853462e-05
3.8571841980633e-05,3.807246533853462e-05
0.0,9.131736476679795e-06
0.000221404483036663,3.35499181208123e-05
0.000368397788279896,5.385954181710199e-05
0.000190680231710518,0.00018877404769535624
2.4742387629044e-05,3.807246533853462e-05
0.000434499456493594,6.1271155597867e-05
0.000113017253655068,4.2194079196359306e-05
1.3013676615596e-05,3.807246533853462e-05
0.0,1.380129124557e-07
0.07291056586302927,0.07308427622519656
-0.003200267085735489,-0.0037756843354598423
0.000627806886608575,0.00041736037515904877
0.002838243630545319,0.002824599386667777
5.2280573888368e-05,3.872164977804485e-05
2.9605341490032e-05,3.807246533853462e-05
0.002277422105138585,0.002368004896363355
0.000169161350101059,4.390491481999646e-05
5.91757839408e-06,3.807246533853462e-05
0.001616477121054103,0.0015592023525212609
0.01407679128462902,0.014043856382661464
0.005305682869169187,0.005272972442130441
0.0,3.807246533853462e-05
3.21162190338e-06,3.807246533853462e-05
0.0,3.872164977804485e-05
9.4795046710945e-05,4.390491481999646e-05
0.00140785091734203,0.0013310727398973545
5.528121079356e-06,3.807246533853462e-05
0.000138478771955399,0.00017363615565629915
0.004976122963634839,0.005040680925322568
0.0,0.0
1.1077089824898e-05,3.807246533853462e-05
0.0,4.390491481999646e-05
7.938701476964e-06,3.807246533853462e-05
0.0,4.091263991194083e-05
0.002656965673238019,0.002658610069435429
0.001003394311896263,0.001012916830550416
0.000664200056685627,0.0006293244775068282
-0.002026314301309321,-0.002014879272853233
0.0,3.807246533853462e-05
-0.009105226510382638,-0.010110889750320042
1.4818747360544e-05,3.807246533853462e-05
0.03110051870971845,0.031300241376276704
0.001516338136693751,0.0011074508319118105
0.003162862861831937,0.003207928231615132
5.2628284404082e-05,3.807246533853462e-05
-0.00083540507943441,-0.0005646923159856115
0.0,0.0
0.000310099417281076,0.0004871453881832327
-0.004612635182552449,-0.004559325270969555
-0.07816491013812796,-0.07756100949908706
1.7228732854731e-05,3.807246533853462e-05
9.147642038454e-06,3.807246533853462e-05
0.0,3.807246533853462e-05
5.578707412703e-06,3.807246533853462e-05
-0.01498888020268236,-0.014619888111321356
0.0,0.0
0.002218210567631504,0.0022840412402890795
1.790590719727e-06,3.807246533853462e-05
-0.007934768954760772,-0.008163565841182793
1.263270996462e-05,3.807246533853462e-05
4.127455342172e-05,3.807246533853462e-05
0.000102320232241871,3.807246533853462e-05
6.984831716847e-06,3.807246533853462e-05
3.772618628028e-06,3.807246533853462e-05
2.3979289655915e-05,3.872164977804485e-05
0.0,3.807246533853462e-05
6.874469640546e-05,3.807246533853462e-05
0.02863622190451082,0.028349403256360154
0.0,3.807246533853462e-05
0.0,0.0
0.000606963294670251,0.0003772230936829691
0.0,0.0
-0.005618391778437476,-0.005657046988003369
6.404983793416e-06,3.807246533853462e-05
7.1298801464882e-05,3.872164977804485e-05
0.004523643710368778,0.004477758201073865
0.001600078728363602,0.0015563951798923887
-0.02103043620530788,-0.020980848516871622
0.0,4.390491481999646e-05
0.00328142306172367,0.003260210736439226
0.006735900851879615,0.006653135279288157
1.1963946504306e-05,3.807246533853462e-05
1.792558964535e-06,3.807246533853462e-05
0.00031864813592401,0.00048364802493333387
0.000276886227967544,0.00022225406910207805
2.3236600799021e-05,3.807246533853462e-05
0.002594549160552822,0.0025958138291248124
4.629634243299e-06,3.807246533853462e-05
0.0,2.55990046546818e-05
0.0,9.147828329122695e-07
0.01166320454844636,0.024764842868276692
0.0,3.807246533853462e-05
0.000215071739458011,5.708535664770755e-05
0.0,3.807246533853462e-05
0.0,0.0
0.000399758401632142,5.9042806859053605e-05
7.1648726718986e-05,3.872164977804485e-05
0.000289759423233555,5.190209160575593e-05
3.851876681227e-06,3.807246533853462e-05
-0.01416107983577393,-0.01400489731427022
6.077903869204e-06,3.807246533853462e-05
0.04536913929195501,0.0476382300646039
2.2947907062263e-05,3.807246533853462e-05
0.000166717758107497,0.00014483498193260122
3.8217498187215e-05,3.807246533853462e-05
0.01531789200002943,0.015173216869235675
0.0,0.0
7.4872013689595e-05,3.872164977804485e-05
7.636703294496e-05,3.872164977804485e-05
0.000264043927905848,0.00020370717406400693
0.05545229521813851,0.05634357293807402
3.6808540451312e-05,3.807246533853462e-05
-0.003326657973936097,-0.00319536092061624
2.2868998393772e-05,3.807246533853462e-05
0.001866553383144696,0.0018935758105154748
8.77011979986e-06,3.807246533853462e-05
0.01405431792793642,0.014082741748597385
6.828258453621e-06,3.807246533853462e-05
5.6017709176217e-05,5.9042806859053605e-05
0.001175067343843935,0.0011395245754446683
4.610903946905e-06,3.807246533853462e-05
0.0,3.807246533853462e-05
0.000479398519040709,0.0004680064783497769
1.1752268937622e-05,3.807246533853462e-05
2.6906040024844e-05,3.807246533853462e-05
0.000572663852516523,0.0003232115729653231
0.004104102530497082,0.004077647579451162
0.005311809122475968,0.005369322692644602
0.0,4.390491481999646e-05
-0.002279854646577317,-0.002254314018481885
-0.002402904209516598,-0.0024075099193864753
-0.005284243275301557,-0.001037340242370529
0.003537414879362123,0.0035428759527144226
0.0,3.872164977804485e-05
-0.02282864053502841,-0.022707008196720054
0.01878098009677055,0.01872862114708252
0.003161227170818671,0.003115244450687941
3.488268561331e-06,3.807246533853462e-05
0.0,3.807246533853462e-05
1.3250218180336e-05,3.807246533853462e-05
0.0003846649482336,0.00035673846893407885
-0.001185487134462948,-0.001180630480393107
2.8283191371337e-05,4.2987497599770626e-05
0.0,3.807246533853462e-05
0.08899333731327741,0.08865856305764463
0.0,0.0
0.000148030146213769,0.00014742171894212543
4.918555652722e-06,3.807246533853462e-05
0.0,0.0
0.0,3.807246533853462e-05
4.002939286216e-06,3.807246533853462e-05
6.016341146827e-06,3.807246533853462e-05
0.0,2.823667592640508e-06
4.3647269883918e-05,3.872164977804485e-05
1.6373443172405e-05,3.807246533853462e-05
-0.002683402927214134,-0.0017102924511330055
0.0,3.807246533853462e-05
0.001658280773127505,0.0017155616652436323
0.01044612268349296,0.01024753010725473
0.001557135695161673,0.0015178498412743993
0.03190659919196431,0.032021712878470845
1.1646886200276e-05,3.807246533853462e-05
0.0,3.807246533853462e-05
8.9573508486876e-05,4.2194079196359306e-05
3.35086974311e-06,3.807246533853462e-05
8.0678997712801e-05,3.872164977804485e-05
0.000385611303905601,0.0002605945331611403
0.01734736627447251,0.017024870068455624
4.4090787917766e-05,3.872164977804485e-05
4.2672776779042e-05,3.807246533853462e-05
0.007524943969312452,0.007410081635244986
4.108877960749e-06,3.807246533853462e-05
0.000181268938625863,3.872164977804485e-05
0.0,3.807246533853462e-05
0.06518780561627145,0.06555240253735645
0.0,2.3665935663613786e-05
0.008860961511919976,0.007735976881844868
-0.001301542464091111,-0.001300590696809737
-0.08221044817824184,-0.07973361134909288
0.0,0.0
0.000148669377734483,0.0001533112061234843
0.0,8.44828412338906e-06
0.000311853763826025,5.504239743750335e-05
0.000159330236182122,0.00018877404769535624
1.9616315543697e-05,3.807246533853462e-05
-0.01681227806160158,-0.016767328914942484
4.4511087878973e-05,3.872164977804485e-05
1.527695008278e-06,3.807246533853462e-05
0.002970989732409851,0.002940381002466771
0.01080685069785099,0.010784608301116171
0.02644983328694372,0.02663450320053113
0.003961761909641369,0.004091136867969751
6.901565847578e-06,3.807246533853462e-05
2.2760356009994e-05,3.807246533853462e-05
6.4181728069151e-05,4.390491481999646e-05
-0.05729059372320771,-0.05735790015993561
9.9687287922545e-05,4.390491481999646e-05
0.000587284021760815,0.00042986634194563126
2.1919817441707e-05,3.807246533853462e-05
0.1182334468511443,0.11915143106116374
0.05295687150413319,0.05390354242062838
4.117901092319e-06,3.807246533853462e-05
1.4522648694289e-05,3.807246533853462e-05
0.001219287361179555,0.0012531812265290545
